Date,CRM
2023-07-17,225.26300048828125
2023-07-18,224.8974609375
2023-07-19,231.55653381347656
2023-07-20,225.42108154296875
2023-07-21,225.32228088378906
2023-07-24,222.95108032226562
2023-07-25,223.316650390625
2023-07-26,222.87205505371094
2023-07-27,222.44720458984375
2023-07-28,222.89181518554688
2023-07-31,222.3088836669922
2023-08-01,221.57778930664062
2023-08-02,217.85302734375
2023-08-03,212.9723358154297
2023-08-04,212.01397705078125
2023-08-07,213.46632385253906
2023-08-08,209.04010009765625
2023-08-09,203.38877868652344
2023-08-10,205.75009155273438
2023-08-11,206.19468688964844
2023-08-14,209.5143585205078
2023-08-15,206.27371215820312
2023-08-16,204.50521850585938
2023-08-17,201.39303588867188
2023-08-18,202.37110900878906
2023-08-21,206.5207061767578
2023-08-22,204.27796936035156
2023-08-23,206.61953735351562
2023-08-24,203.04295349121094
2023-08-25,206.9554443359375
2023-08-28,209.1784210205078
2023-08-29,209.41555786132812
2023-08-30,212.4585723876953
2023-08-31,218.801513671875
2023-09-01,218.87066650390625
2023-09-05,216.06475830078125
2023-09-06,218.95957946777344
2023-09-07,219.85867309570312
2023-09-08,222.06187438964844
2023-09-11,222.60528564453125
2023-09-12,218.99908447265625
2023-09-13,216.17344665527344
2023-09-14,216.15367126464844
2023-09-15,212.0337371826172
2023-09-18,212.4190673828125
2023-09-19,213.1106414794922
2023-09-20,210.47268676757812
2023-09-21,206.1057586669922
2023-09-22,203.95191955566406
2023-09-25,203.86300659179688
2023-09-26,200.05921936035156
2023-09-27,200.29635620117188
2023-09-28,200.76071166992188
2023-09-29,200.3457489013672
2023-10-02,201.2645721435547
2023-10-03,197.43118286132812
2023-10-04,199.44668579101562
2023-10-05,199.58497619628906
2023-10-06,204.87078857421875
2023-10-09,204.73245239257812
2023-10-10,204.3965301513672
2023-10-11,204.3668975830078
2023-10-12,203.2109375
2023-10-13,202.134033203125
2023-10-16,206.0267333984375
2023-10-17,207.32098388671875
2023-10-18,202.37110900878906
2023-10-19,205.8192596435547
2023-10-20,201.28433227539062
2023-10-23,199.57510375976562
2023-10-24,201.7684783935547
2023-10-25,194.69439697265625
2023-10-26,193.89413452148438
2023-10-27,194.21031188964844
2023-10-30,196.87786865234375
2023-10-31,198.41915893554688
2023-11-01,201.4622039794922
2023-11-02,205.6117706298828
2023-11-03,204.9794464111328
2023-11-06,204.93003845214844
2023-11-07,209.2969970703125
2023-11-08,208.93142700195312
2023-11-09,207.48895263671875
2023-11-10,211.06552124023438
2023-11-13,212.6956787109375
2023-11-14,218.5248565673828
2023-11-15,216.78599548339844
2023-11-16,218.7916259765625
2023-11-17,218.5643768310547
2023-11-20,222.42745971679688
2023-11-21,221.62716674804688
2023-11-22,221.1529541015625
2023-11-24,221.68643188476562
2023-11-27,222.09152221679688
2023-11-28,222.219970703125
2023-11-29,227.58477783203125
2023-11-30,248.8760986328125
2023-12-01,256.87884521484375
2023-12-04,247.65097045898438
2023-12-05,248.00665283203125
2023-12-06,246.13934326171875
2023-12-07,245.8627166748047
2023-12-08,247.79916381835938
2023-12-11,249.07369995117188
2023-12-12,253.37149047851562
2023-12-13,254.23104858398438
2023-12-14,254.12234497070312
2023-12-15,258.45965576171875
2023-12-18,260.42578125
2023-12-19,261.1667175292969
2023-12-20,257.1258544921875
2023-12-21,264.04180908203125
2023-12-22,263.1427307128906
2023-12-26,263.024169921875
2023-12-27,263.5181884765625
2023-12-28,262.3918762207031
2023-12-29,259.981201171875
2024-01-02,253.0552978515625
2024-01-03,248.81680297851562
2024-01-04,248.22402954101562
2024-01-05,248.10543823242188
2024-01-08,257.7384338378906
2024-01-09,258.20281982421875
2024-01-10,260.9592590332031
2024-01-11,268.122314453125
2024-01-12,268.6656188964844
2024-01-16,265.95855712890625
2024-01-17,268.1815490722656
2024-01-18,271.1652526855469
2024-01-19,277.5082092285156
2024-01-22,276.9351501464844
2024-01-23,273.4475402832031
2024-01-24,273.5562438964844
2024-01-25,275.680419921875
2024-01-26,276.5794677734375
2024-01-29,284.4043884277344
2024-01-30,284.2760009765625
2024-01-31,277.7157287597656
2024-02-01,280.39306640625
2024-02-02,282.2308044433594
2024-02-05,284.6513977050781
2024-02-06,282.3987121582031
2024-02-07,285.3726501464844
2024-02-08,288.44537353515625
2024-02-09,287.8031005859375
2024-02-12,283.87091064453125
2024-02-13,277.7749328613281
2024-02-14,285.678955078125
2024-02-15,288.4354248046875
2024-02-16,286.2420654296875
2024-02-20,282.9520568847656
2024-02-21,280.14617919921875
2024-02-22,290.1248779296875
2024-02-23,289.28509521484375
2024-02-26,296.7840576171875
2024-02-27,295.9046630859375
2024-02-28,296.1714782714844
2024-02-29,305.1128234863281
2024-03-01,313.0760192871094
2024-03-04,310.8629150390625
2024-03-05,295.16363525390625
2024-03-06,300.1234130859375
2024-03-07,298.7896423339844
2024-03-08,301.6153259277344
2024-03-11,302.3266296386719
2024-03-12,302.939208984375
2024-03-13,301.4157409667969
2024-03-14,300.0703430175781
2024-03-15,291.1766052246094
2024-03-18,297.2904357910156
2024-03-19,298.2203369140625
2024-03-20,302.8006591796875
2024-03-21,305.0859680175781
2024-03-22,304.47259521484375
2024-03-25,302.7809143066406
2024-03-26,302.5533752441406
2024-03-27,298.15106201171875
2024-03-28,297.9532470703125
2024-04-01,299.02166748046875
2024-04-02,300.7430114746094
2024-04-03,301.47509765625
2024-04-04,290.9886779785156
2024-04-05,298.6754150390625
2024-04-08,298.497314453125
2024-04-09,299.1304626464844
2024-04-10,296.409912109375
2024-04-11,295.9449462890625
2024-04-12,291.16668701171875
2024-04-15,269.9761657714844
2024-04-16,274.4378662109375
2024-04-17,273.35955810546875
2024-04-18,269.0067443847656
2024-04-19,267.4732971191406
2024-04-22,270.87646484375
2024-04-23,273.7157287597656
2024-04-24,273.23095703125
2024-04-25,270.2136535644531
2024-04-26,271.351318359375
2024-04-29,272.7857971191406
2024-04-30,266.0586242675781
2024-05-01,265.8113098144531
2024-05-02,269.2144775390625
2024-05-03,270.72808837890625
2024-05-06,272.6769714355469
2024-05-07,274.2103576660156
2024-05-08,275.9811706542969
2024-05-09,272.221923828125
2024-05-10,273.7058410644531
2024-05-13,274.54669189453125
2024-05-14,273.8343505859375
2024-05-15,284.4593505859375
2024-05-16,281.6299743652344
2024-05-17,282.5500183105469
2024-05-20,283.994384765625
2024-05-21,280.7198181152344
2024-05-22,280.7791748046875
2024-05-23,275.58551025390625
2024-05-24,269.3727722167969
2024-05-28,266.9390869140625
2024-05-29,268.70989990234375
2024-05-30,215.6742706298828
2024-05-31,231.92825317382812
2024-06-03,234.08489990234375
2024-06-04,232.34375
2024-06-05,233.995849609375
2024-06-06,240.1591033935547
2024-06-07,239.2588653564453
2024-06-10,239.24896240234375
2024-06-11,238.4080810546875
2024-06-12,233.27366638183594
2024-06-13,226.5762176513672
2024-06-14,229.45504760742188
2024-06-17,228.0106658935547
2024-06-18,229.326416015625
2024-06-20,239.20941162109375
2024-06-21,242.43446350097656
2024-06-24,237.36935424804688
2024-06-25,239.16981506347656
2024-06-26,240.544921875
2024-06-27,250.14102172851562
2024-06-28,254.345458984375
2024-07-01,253.4650115966797
2024-07-02,253.44522094726562
2024-07-03,258.15423583984375
2024-07-05,260.3702087402344
2024-07-08,254.6125946044922
2024-07-09,250.11424255371094
2024-07-10,250.27273559570312
2024-07-11,248.8162384033203
2024-07-12,251.64012145996094
2024-07-15,250.54029846191406
2024-07-16,253.6812286376953
2024-07-17,248.9153594970703
2024-07-18,245.08082580566406
2024-07-19,245.3582763671875
2024-07-22,251.74911499023438
2024-07-23,253.71095275878906
2024-07-24,247.4885711669922
2024-07-25,254.16668701171875
2024-07-26,260.2999267578125
2024-07-29,256.21771240234375
2024-07-30,255.5637969970703
2024-07-31,256.42578125
2024-08-01,250.7384490966797
2024-08-02,241.73184204101562
2024-08-05,236.81736755371094
2024-08-06,236.23277282714844
2024-08-07,237.837890625
2024-08-08,246.8345947265625
2024-08-09,250.21331787109375
2024-08-12,249.00450134277344
2024-08-13,252.26434326171875
2024-08-14,252.97772216796875
2024-08-15,260.37921142578125
2024-08-16,260.4981384277344
2024-08-19,262.9454345703125
2024-08-20,259.4378662109375
2024-08-21,258.6947937011719
2024-08-22,256.21771240234375
2024-08-23,261.5780944824219
2024-08-26,262.84637451171875
2024-08-27,261.7762756347656
2024-08-28,256.5248718261719
2024-08-29,254.65220642089844
2024-08-30,250.57992553710938
2024-09-03,245.78433227539062
2024-09-04,245.40782165527344
2024-09-05,243.8621063232422
2024-09-06,241.73184204101562
2024-09-09,243.50543212890625
2024-09-10,243.90174865722656
2024-09-11,247.28048706054688
2024-09-12,251.0456085205078
2024-09-13,252.234619140625
2024-09-16,254.55313110351562
2024-09-17,252.8489227294922
2024-09-18,250.50689697265625
2024-09-19,263.9635925292969
2024-09-20,264.7674255371094
2024-09-23,262.1971435546875
2024-09-24,268.37969970703125
2024-09-25,272.00189208984375
2024-09-26,273.6591796875
2024-09-27,274.5324401855469
2024-09-30,271.624755859375
2024-10-01,268.8064270019531
2024-10-02,277.3508605957031
2024-10-03,278.7698974609375
2024-10-04,285.55780029296875
2024-10-07,282.40203857421875
2024-10-08,289.3487243652344
2024-10-09,285.7265319824219
2024-10-10,287.9593811035156
2024-10-11,285.9051818847656
2024-10-14,289.418212890625
2024-10-15,286.15325927734375
2024-10-16,288.6441345214844
2024-10-17,288.8922119140625
2024-10-18,290.7082824707031
2024-10-21,289.07086181640625
2024-10-22,286.1333923339844
2024-10-23,282.2631530761719
2024-10-24,284.57537841796875
2024-10-25,288.2471618652344
2024-10-28,291.531982421875
2024-10-29,296.61297607421875
2024-10-30,294.1419372558594
2024-10-31,289.15020751953125
2024-11-01,292.4747009277344
2024-11-04,295.7396545410156
2024-11-05,295.2236022949219
2024-11-06,304.56195068359375
2024-11-07,308.412353515625
2024-11-08,319.4972839355469
2024-11-11,339.1265869140625
2024-11-12,338.5509948730469
2024-11-13,339.1166687011719
2024-11-14,329.1233825683594
2024-11-15,322.78204345703125
2024-11-18,319.7949523925781
2024-11-19,320.96600341796875
2024-11-20,323.2187194824219
2024-11-21,333.2218933105469
2024-11-22,339.4143371582031
2024-11-25,336.5265197753906
2024-11-26,340.5655212402344
2024-11-27,327.4958801269531
2024-11-29,327.4759826660156
2024-12-02,328.4882507324219
2024-12-03,328.9050598144531
2024-12-04,365.06744384765625
2024-12-05,358.62689208984375
2024-12-06,359.23223876953125
2024-12-09,348.8916015625
2024-12-10,346.16259765625
2024-12-11,352.1466369628906
2024-12-12,355.3023681640625
2024-12-13,351.61077880859375
2024-12-16,354.5085144042969
2024-12-17,348.29620361328125
2024-12-18,335.042724609375
2024-12-19,334.0492248535156
2024-12-20,341.42108154296875
2024-12-23,340.6759338378906
2024-12-24,342.1960144042969
2024-12-26,339.50360107421875
2024-12-27,336.25482177734375
2024-12-30,333.5623474121094
2024-12-31,332.1614685058594
2025-01-02,328.51531982421875
2025-01-03,330.7408142089844
2025-01-06,328.38616943359375
2025-01-07,322.8224792480469
2025-01-08,324.7796936035156
2025-01-10,315.7884216308594
2025-01-13,317.00048828125
2025-01-14,321.4414978027344
2025-01-15,319.0769348144531
2025-01-16,317.9244689941406
2025-01-17,322.45489501953125
2025-01-21,324.7200927734375
2025-01-22,330.4626159667969
2025-01-23,332.4893493652344
2025-01-24,331.7144470214844
2025-01-27,344.84869384765625
2025-01-28,357.6153869628906
2025-01-29,351.7039794921875
2025-01-30,341.34161376953125
2025-01-31,339.4837341308594
2025-02-03,337.0396728515625
2025-02-04,341.90789794921875
2025-02-05,345.67333984375
2025-02-06,328.66436767578125
2025-02-07,323.7166442871094
2025-02-10,325.0777893066406
2025-02-11,322.2959289550781
2025-02-12,324.0047912597656
2025-02-13,327.7105712890625
2025-02-14,324.4220886230469
2025-02-18,326.8263854980469
2025-02-19,322.425048828125
2025-02-20,316.3646545410156
2025-02-21,307.7906188964844
2025-02-24,306.3202209472656
2025-02-25,303.89605712890625
2025-02-26,305.3366394042969
2025-02-27,292.9872741699219
2025-02-28,295.9181213378906
2025-03-03,291.1592102050781
2025-03-04,285.476318359375
2025-03-05,290.0762634277344
2025-03-06,284.19464111328125
2025-03-07,281.0551452636719
2025-03-10,271.12994384765625
2025-03-11,275.2530212402344
2025-03-12,282.73419189453125
2025-03-13,269.9774475097656
2025-03-14,277.5877990722656
2025-03-17,278.9290466308594
2025-03-18,276.9221496582031
2025-03-19,277.577880859375
2025-03-20,277.2201843261719
2025-03-21,278.7998962402344
2025-03-24,284.105224609375
2025-03-25,286.7380676269531
2025-03-26,279.16748046875
2025-03-27,276.00811767578125
2025-03-28,268.2189636230469
2025-03-31,266.619384765625
2025-04-01,268.4474792480469
2025-04-02,269.7787780761719
2025-04-03,253.57456970214844
2025-04-04,239.19842529296875
2025-04-07,242.62603759765625
2025-04-08,242.407470703125
2025-04-09,263.45013427734375
2025-04-10,253.863525390625
2025-04-11,253.744140625
2025-04-14,253.2963409423828
2025-04-15,253.67446899414062
2025-04-16,248.6095428466797
2025-04-17,246.04225158691406
2025-04-21,235.096435546875
2025-04-22,242.19131469726562
2025-04-23,249.24639892578125
2025-04-24,263.3963623046875
2025-04-25,266.5308532714844
2025-04-28,264.3317565917969
2025-04-29,266.4412841796875
2025-04-30,267.3865966796875
2025-05-01,268.0035705566406
2025-05-02,273.7252197265625
2025-05-05,271.2873229980469
2025-05-06,272.0137023925781
2025-05-07,276.8597412109375
2025-05-08,278.3623046875
2025-05-09,274.0635681152344
2025-05-12,287.3975830078125
2025-05-13,287.7458801269531
2025-05-14,289.30810546875
2025-05-15,289.3280334472656
2025-05-16,289.7160949707031
2025-05-19,286.21343994140625
2025-05-20,286.6413269042969
2025-05-21,280.8897705078125
2025-05-22,282.024169921875
2025-05-23,271.78485107421875
2025-05-27,275.8248596191406
2025-05-28,274.6705627441406
2025-05-29,265.60546875
2025-05-30,264.06304931640625
2025-06-02,260.33154296875
2025-06-03,263.1675109863281
2025-06-04,261.8739318847656
2025-06-05,265.8243408203125
2025-06-06,273.1580505371094
2025-06-09,270.9091796875
2025-06-10,266.8990173339844
2025-06-11,264.6004333496094
2025-06-12,265.5954895019531
2025-06-13,257.12738037109375
2025-06-16,262.5804138183594
2025-06-17,261.4659423828125
2025-06-18,258.6314392089844
2025-06-20,259.7576599121094
2025-06-23,262.5283508300781
2025-06-24,270.26239013671875
2025-06-25,266.8638000488281
2025-06-26,269.83380126953125
2025-06-27,272.5048828125
2025-06-30,271.77728271484375
2025-07-01,270.9999084472656
2025-07-02,268.3089599609375
2025-07-03,271.2391052246094
2025-07-07,268.89697265625
2025-07-08,272.7341003417969
2025-07-09,270.0132141113281
2025-07-10,263.08648681640625
2025-07-11,257.20623779296875
2025-07-14,258.8108215332031
2025-07-15,256.7178649902344
2025-07-16,257.0866394042969
2025-07-17,259.0101623535156
2025-07-18,261.5018310546875
2025-07-21,261.4021301269531
2025-07-22,262.707763671875
2025-07-23,266.32562255859375
2025-07-24,266.80401611328125
2025-07-25,268.2092590332031
2025-07-28,269.345458984375
2025-07-29,266.49505615234375
2025-07-30,263.9236755371094
2025-07-31,257.46533203125
2025-08-01,249.90077209472656
2025-08-04,251.47547912597656
2025-08-05,246.66163635253906
2025-08-06,248.3360137939453
2025-08-07,240.07376098632812
2025-08-08,239.7050018310547
2025-08-11,231.90121459960938
2025-08-12,230.88462829589844
2025-08-13,236.2366485595703
2025-08-14,232.58889770507812
2025-08-15,241.62855529785156
2025-08-18,243.15341186523438
2025-08-19,245.17662048339844
2025-08-20,245.6251220703125
2025-08-21,245.0072021484375
2025-08-22,247.45895385742188
2025-08-25,247.0403594970703
2025-08-26,242.92420959472656
2025-08-27,249.3227081298828
2025-08-28,253.67807006835938
2025-08-29,255.392333984375
2025-09-02,252.013671875
2025-09-03,255.59165954589844
2025-09-04,243.1932830810547
2025-09-05,249.92068481445312
2025-09-08,251.42564392089844
2025-09-09,251.21633911132812
2025-09-10,241.75811767578125
2025-09-11,245.4556884765625
2025-09-12,241.9474639892578
2025-09-15,241.70828247070312
2025-09-16,238.50901794433594
2025-09-17,241.81967163085938
2025-09-18,243.88633728027344
2025-09-19,246.69180297851562
2025-09-22,249.28761291503906
2025-09-23,244.16587829589844
2025-09-24,245.49374389648438
2025-09-25,240.5616912841797
2025-09-26,243.03770446777344
2025-09-29,244.70501708984375
2025-09-30,236.61807250976562
2025-10-01,235.3101806640625
2025-10-02,238.4950408935547
2025-10-03,239.97265625
2025-10-06,245.3839111328125
2025-10-07,239.35365295410156
2025-10-08,240.0425262451172
2025-10-09,244.9346466064453
2025-10-10,241.29051208496094
2025-10-13,248.34913635253906
2025-10-14,239.38360595703125
2025-10-15,236.19874572753906
2025-10-16,245.6035614013672
2025-10-17,242.6882781982422
2025-10-20,253.87022399902344
2025-10-21,262.9855041503906
2025-10-22,256.2264404296875
2025-10-23,254.63897705078125
2025-10-24,254.41934204101562
2025-10-27,255.0583038330078
2025-10-28,253.85025024414062
2025-10-29,251.0547637939453
2025-10-30,256.23638916015625
2025-10-31,259.9903564453125
2025-11-03,260.9188537597656
2025-11-04,254.02996826171875
2025-11-05,252.27279663085938
2025-11-06,238.88441467285156
2025-11-07,239.49342346191406
2025-11-10,241.3204803466797
2025-11-11,244.10598754882812
2025-11-12,245.62353515625
2025-11-13,240.0425262451172
2025-11-14,243.267333984375
2025-11-17,236.64801025390625
2025-11-18,233.1237030029297
2025-11-19,227.5127716064453
2025-11-20,225.00680541992188
2025-11-21,226.74400329589844
2025-11-24,226.45448303222656
2025-11-25,233.74270629882812
2025-11-26,227.78231811523438
2025-11-28,230.16847229003906
2025-12-01,232.4547882080078
2025-12-02,234.33177185058594
2025-12-03,238.33529663085938
2025-12-04,247.06121826171875
2025-12-05,260.15008544921875
2025-12-08,259.11175537109375
2025-12-09,260.5993347167969
2025-12-10,263.77423095703125
2025-12-11,261.9272155761719
2025-12-12,261.80743408203125
2025-12-15,254.16973876953125
2025-12-16,254.49920654296875
2025-12-17,257.7239990234375
2025-12-18,257.8500061035156
2025-12-19,259.9100036621094
2025-12-22,264.6300048828125
2025-12-23,263.42999267578125
2025-12-24,265.260009765625
2025-12-26,266.0799865722656
2025-12-29,266.2300109863281
2025-12-30,265.9200134277344
2025-12-31,264.9100036621094
